"","datetime","bank_code","merchant_type","transaction_type","keterangan","amount","status","customer_id","reference_id","dbname"
"36",2024-05-01 11:45:05.413325,"037","IBB","102","Online Transfer",250000000,"00","TRA044","978680293748","ibb golang"
"37",2024-05-01 11:45:11.176833,"037","IBB","102","Online Transfer",250000000,"00","TRA044","639262681430","ibb golang"
"38",2024-05-01 11:45:16.98836,"037","IBB","102","Online Transfer",250000000,"00","TRA044","542205097455","ibb golang"
"39",2024-05-01 11:45:19.786242,"037","IBB","102","Online Transfer",250000000,"00","TRA044","517915074667","ibb golang"
"40",2024-05-01 11:45:22.860078,"037","IBB","102","Online Transfer",250000000,"00","TRA044","362731508559","ibb golang"
"41",2024-05-01 11:45:30.761692,"037","IBB","102","Online Transfer",250000000,"00","TRA044","859244776779","ibb golang"
"42",2024-05-01 12:47:09.568918,"037","IBB","101","Overbooking",17017000,"00","BALUTCA9","752647766563","ibb golang"
"43",2024-05-01 12:47:20.00922,"037","IBB","108","BI-Fast",61221732,"00","BALUTCA9","03000052","ibb golang"
"44",2024-05-01 13:06:44.679912,"037","IBB","108","BI-Fast",5259242,"00","KUR679","03000057","ibb golang"
"45",2024-05-01 15:58:57.781272,"037","IBB","108","BI-Fast",11279569,"00","BALUTCA9","03000059","ibb golang"
"46",2024-05-01 15:58:59.937964,"037","IBB","101","Overbooking",11221700,"00","BALUTCA9","060100636258","ibb golang"
"47",2024-05-01 19:23:05.595615,"037","IBB","108","BI-Fast",14500000,"00","RIK805","03000068","ibb golang"
"48",2024-05-01 19:23:18.807583,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000070","ibb golang"
"49",2024-05-01 19:23:32.69846,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000072","ibb golang"
"50",2024-05-01 19:23:49.182888,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000074","ibb golang"
"51",2024-05-01 19:24:00.477726,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000076","ibb golang"
"52",2024-05-01 19:24:14.396781,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000078","ibb golang"
"53",2024-05-01 19:24:26.73273,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000080","ibb golang"
"54",2024-05-01 23:21:38.869558,"037","IBB","102","Online Transfer",250000000,"00","TRA044","439195782232","ibb golang"
"55",2024-05-01 23:21:39.864114,"037","IBB","102","Online Transfer",250000000,"00","TRA044","887295031363","ibb golang"
"56",2024-05-01 23:21:40.927564,"037","IBB","102","Online Transfer",250000000,"00","TRA044","837121634542","ibb golang"
"57",2024-05-01 23:21:42.057965,"037","IBB","102","Online Transfer",250000000,"00","TRA044","936222517623","ibb golang"
"58",2024-05-01 23:21:42.978413,"037","IBB","102","Online Transfer",250000000,"00","TRA044","485421213775","ibb golang"
"59",2024-05-01 23:21:43.793381,"037","IBB","102","Online Transfer",250000000,"00","TRA044","041574288453","ibb golang"
"60",2024-05-01 23:21:44.620164,"037","IBB","102","Online Transfer",250000000,"00","TRA044","019836585670","ibb golang"
"61",2024-05-01 23:21:45.505043,"037","IBB","102","Online Transfer",250000000,"00","TRA044","131973170119","ibb golang"
"62",2024-05-01 23:23:16.661458,"037","IBB","102","Online Transfer",250000000,"00","TRA044","732726571149","ibb golang"
"63",2024-05-01 23:23:17.495944,"037","IBB","102","Online Transfer",250000000,"00","TRA044","606122578026","ibb golang"
"64",2024-05-01 23:23:18.43491,"037","IBB","102","Online Transfer",250000000,"00","TRA044","768123153975","ibb golang"
"65",2024-05-01 23:23:19.634909,"037","IBB","102","Online Transfer",250000000,"00","TRA044","950537893957","ibb golang"
"66",2024-05-01 23:23:20.798191,"037","IBB","102","Online Transfer",250000000,"00","TRA044","968973291521","ibb golang"
"67",2024-05-01 23:23:21.897293,"037","IBB","102","Online Transfer",250000000,"00","TRA044","058646414188","ibb golang"
"68",2024-05-01 23:23:22.935378,"037","IBB","102","Online Transfer",250000000,"00","TRA044","405982442023","ibb golang"
"69",2024-05-01 23:23:23.920421,"037","IBB","102","Online Transfer",250000000,"00","TRA044","260561213219","ibb golang"
"70",2024-05-01 23:23:25.064192,"037","IBB","102","Online Transfer",250000000,"00","TRA044","143120657054","ibb golang"
"71",2024-05-01 23:23:26.147748,"037","IBB","102","Online Transfer",250000000,"00","TRA044","282643208375","ibb golang"
"72",2024-05-01 23:23:27.855341,"037","IBB","102","Online Transfer",250000000,"00","TRA044","124757497117","ibb golang"
"73",2024-05-01 23:23:29.365924,"037","IBB","102","Online Transfer",250000000,"00","TRA044","521512411012","ibb golang"
"74",2024-05-01 23:24:53.499987,"037","IBB","102","Online Transfer",250000000,"00","TRA044","674215481426","ibb golang"
"75",2024-05-01 23:24:54.944405,"037","IBB","102","Online Transfer",250000000,"00","TRA044","109456816744","ibb golang"
"76",2024-05-01 23:24:56.439396,"037","IBB","102","Online Transfer",250000000,"00","TRA044","177208398723","ibb golang"
"77",2024-05-01 23:24:57.589114,"037","IBB","102","Online Transfer",250000000,"00","TRA044","900047104396","ibb golang"
"78",2024-05-01 23:24:58.681529,"037","IBB","102","Online Transfer",250000000,"00","TRA044","623909935425","ibb golang"
"79",2024-05-01 23:24:59.874954,"037","IBB","102","Online Transfer",250000000,"00","TRA044","273102649509","ibb golang"
"80",2024-05-01 23:25:01.128142,"037","IBB","102","Online Transfer",250000000,"00","TRA044","124784756948","ibb golang"
"81",2024-05-01 23:25:02.274629,"037","IBB","102","Online Transfer",250000000,"00","TRA044","779982751035","ibb golang"
"82",2024-05-01 23:26:32.393372,"037","IBB","102","Online Transfer",250000000,"00","TRA044","536803715742","ibb golang"
"83",2024-05-01 23:26:33.594371,"037","IBB","102","Online Transfer",250000000,"00","TRA044","321143430449","ibb golang"
"84",2024-05-01 23:26:34.840233,"037","IBB","102","Online Transfer",250000000,"00","TRA044","581504273303","ibb golang"
"85",2024-05-01 23:26:36.705951,"037","IBB","102","Online Transfer",250000000,"00","TRA044","088970143903","ibb golang"
"86",2024-05-01 23:26:38.06691,"037","IBB","102","Online Transfer",250000000,"00","TRA044","979580027152","ibb golang"
"87",2024-05-01 23:26:39.248393,"037","IBB","102","Online Transfer",250000000,"00","TRA044","666240156353","ibb golang"
"88",2024-05-01 23:26:40.648668,"037","IBB","102","Online Transfer",250000000,"00","TRA044","868262838456","ibb golang"
"89",2024-05-01 23:26:41.548384,"037","IBB","102","Online Transfer",250000000,"00","TRA044","572883669597","ibb golang"
"90",2024-05-01 23:26:42.727304,"037","IBB","102","Online Transfer",250000000,"00","TRA044","130813290343","ibb golang"
"91",2024-05-01 23:26:44.552348,"037","IBB","102","Online Transfer",250000000,"00","TRA044","289757778056","ibb golang"
"92",2024-05-01 23:26:45.54356,"037","IBB","102","Online Transfer",250000000,"00","TRA044","883325339542","ibb golang"
"93",2024-05-01 23:26:46.866678,"037","IBB","102","Online Transfer",250000000,"00","TRA044","025452121095","ibb golang"
"94",2024-05-02 08:33:43.926796,"037","IBB","101","Overbooking",4500000,"00","UTA901","397643095212","ibb golang"
"95",2024-05-02 08:34:00.572368,"037","IBB","102","Online Transfer",1000000,"00","UTA901","628728065295","ibb golang"
"96",2024-05-02 08:34:14.842397,"037","IBB","101","Overbooking",3500000,"00","UTA901","537736805524","ibb golang"
"97",2024-05-02 08:34:28.797832,"037","IBB","102","Online Transfer",4700000,"00","UTA901","864706342795","ibb golang"
"98",2024-05-02 08:34:49.551287,"037","IBB","102","Online Transfer",9000000,"00","UTA901","329318459391","ibb golang"
"99",2024-05-02 08:34:58.5981,"037","IBB","108","BI-Fast",6325000,"00","RIK805","03000007","ibb golang"
"100",2024-05-02 08:36:42.224168,"037","IBB","102","Online Transfer",2093000,"00","UTA901","963840131898","ibb golang"
"101",2024-05-02 08:41:36.058371,"037","IBB","108","BI-Fast",247000000,"00","DIS014","03000015","ibb golang"
"102",2024-05-02 08:41:39.179109,"037","IBB","108","BI-Fast",250000000,"00","DIS014","03000017","ibb golang"
"103",2024-05-02 08:41:42.398813,"037","IBB","108","BI-Fast",250000000,"00","DIS014","03000019","ibb golang"
"104",2024-05-02 08:41:46.716689,"037","IBB","108","BI-Fast",250000000,"00","DIS014","03000021","ibb golang"
"105",2024-05-02 09:27:50.660742,"037","IBB","108","BI-Fast",250000000,"00","USA328","03000025","ibb golang"
"106",2024-05-02 09:27:55.363923,"037","IBB","108","BI-Fast",57380289,"00","USA328","03000027","ibb golang"
"107",2024-05-02 09:50:16.643424,"037","IBB","101","Overbooking",10000,"00","INT753","668508612005","ibb golang"
"108",2024-05-02 09:53:56.835281,"037","IBB","102","Online Transfer",15000000,"00","UTA901","187253543850","ibb golang"
"109",2024-05-02 09:54:01.379691,"037","IBB","108","BI-Fast",2500000,"00","RIK805","03000029","ibb golang"
"110",2024-05-02 09:56:39.401975,"037","IBB","101","Overbooking",10000,"00","INT753","657992956326","ibb golang"
"111",2024-05-02 10:28:00.028415,"037","IBB","108","BI-Fast",25000000,"00","JAGAT1","03000032","ibb golang"
"112",2024-05-02 10:33:33.197941,"037","IBB","108","BI-Fast",1000000,"00","USA328","03000035","ibb golang"
"113",2024-05-02 10:43:19.540445,"037","IBB","101","Overbooking",10000,"00","MKS999","844019377714","ibb golang"
"114",2024-05-02 11:34:28.732137,"037","IBB","101","Overbooking",386000000,"00","IRA793","149425783550","ibb golang"
"115",2024-05-02 11:52:46.99953,"037","IBB","101","Overbooking",13495002,"00","BAN600","428524152038","ibb golang"
"116",2024-05-02 11:53:20.758825,"037","IBB","101","Overbooking",109000000,"00","BAN600","177060071141","ibb golang"
"117",2024-05-02 11:53:58.884097,"037","IBB","101","Overbooking",411386978,"00","BAN600","086651624261","ibb golang"
"118",2024-05-02 11:54:11.005656,"037","IBB","102","Online Transfer",4956000,"00","BAN600","118747084862","ibb golang"
"119",2024-05-02 11:54:21.528761,"037","IBB","102","Online Transfer",2950000,"00","BAN600","736888372375","ibb golang"
"120",2024-05-02 11:54:57.243832,"037","IBB","101","Overbooking",446365739,"00","BAN600","597081059478","ibb golang"
"121",2024-05-02 11:55:08.023753,"037","IBB","101","Overbooking",109000000,"00","BAN600","932640700595","ibb golang"
"122",2024-05-02 11:55:25.121306,"037","IBB","101","Overbooking",165563307,"00","BAN600","265876843267","ibb golang"
"123",2024-05-02 11:55:41.251543,"037","IBB","101","Overbooking",81750000,"00","BAN600","604658595464","ibb golang"
"124",2024-05-02 11:56:06.151473,"037","IBB","108","BI-Fast",479600,"00","BAN600","03000045","ibb golang"
"125",2024-05-02 11:56:34.256962,"037","IBB","108","BI-Fast",966917,"00","BAN600","03000047","ibb golang"
"126",2024-05-02 11:57:04.647625,"037","IBB","108","BI-Fast",1498500,"00","BAN600","03000049","ibb golang"
"127",2024-05-02 11:57:22.039726,"037","IBB","105","RTGS",2394000000,"00","SIM028","750451569665","ibb golang"
"128",2024-05-02 11:57:25.780117,"037","IBB","108","BI-Fast",21228750,"00","BAN600","03000051","ibb golang"
"129",2024-05-02 11:57:46.004467,"037","IBB","101","Overbooking",1500000,"00","BAN600","470770133389","ibb golang"
"130",2024-05-02 12:17:56.89439,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000055","ibb golang"
"131",2024-05-02 12:18:01.105591,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000057","ibb golang"
"132",2024-05-02 12:18:06.074916,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000059","ibb golang"
"133",2024-05-02 12:18:10.984398,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000061","ibb golang"
"134",2024-05-02 12:18:16.158807,"037","IBB","108","BI-Fast",198000000,"00","TRA044","03000063","ibb golang"
"135",2024-05-02 12:22:24.865882,"037","IBB","102","Online Transfer",1260000,"00","BALUTCA9","669140822414","ibb golang"
"136",2024-05-02 12:22:26.585733,"037","IBB","102","Online Transfer",1170356,"00","BALUTCA9","743468168292","ibb golang"
"137",2024-05-02 12:22:28.003083,"037","IBB","102","Online Transfer",5845398,"00","BALUTCA9","756883588604","ibb golang"
"138",2024-05-02 12:22:29.086322,"037","IBB","102","Online Transfer",6567970,"00","BALUTCA9","716965956392","ibb golang"
"139",2024-05-02 12:22:31.137367,"037","IBB","102","Online Transfer",1313668,"00","BALUTCA9","653159160642","ibb golang"
"140",2024-05-02 12:22:32.815521,"037","IBB","102","Online Transfer",4578000,"00","BALUTCA9","956204806592","ibb golang"
"141",2024-05-02 12:22:37.550893,"037","IBB","102","Online Transfer",6976000,"00","BALUTCA9","407373922480","ibb golang"
"142",2024-05-02 12:22:39.132903,"037","IBB","102","Online Transfer",760000,"00","BALUTCA9","419503903135","ibb golang"
"143",2024-05-02 12:22:41.585377,"037","IBB","102","Online Transfer",7415078,"00","BALUTCA9","589136986814","ibb golang"
"144",2024-05-02 12:22:42.994831,"037","IBB","102","Online Transfer",2060100,"00","BALUTCA9","180060901394","ibb golang"
"145",2024-05-02 12:22:44.74297,"037","IBB","102","Online Transfer",3000000,"00","BALUTCA9","862896705584","ibb golang"
"146",2024-05-02 12:22:46.873153,"037","IBB","102","Online Transfer",1665000,"00","BALUTCA9","417971423110","ibb golang"
"147",2024-05-02 12:22:49.110852,"037","IBB","102","Online Transfer",2500000,"00","BALUTCA9","901267119906","ibb golang"
"148",2024-05-02 12:22:51.392161,"037","IBB","102","Online Transfer",2500000,"00","BALUTCA9","588781707385","ibb golang"
"149",2024-05-02 12:22:53.908591,"037","IBB","102","Online Transfer",10364991,"00","BALUTCA9","129734107988","ibb golang"
"150",2024-05-02 12:22:55.422919,"037","IBB","102","Online Transfer",120000,"00","BALUTCA9","394009735575","ibb golang"
"151",2024-05-02 12:22:57.445308,"037","IBB","102","Online Transfer",720300,"00","BALUTCA9","184392217669","ibb golang"
"152",2024-05-02 12:22:59.537253,"037","IBB","102","Online Transfer",705600,"00","BALUTCA9","529250547791","ibb golang"
"153",2024-05-02 12:23:00.954246,"037","IBB","102","Online Transfer",343980,"00","BALUTCA9","385332782157","ibb golang"
"154",2024-05-02 12:23:03.410928,"037","IBB","102","Online Transfer",129360,"00","BALUTCA9","043337123495","ibb golang"
"155",2024-05-02 12:23:08.232734,"037","IBB","102","Online Transfer",380240,"00","BALUTCA9","308960869001","ibb golang"
"156",2024-05-02 12:23:11.003818,"037","IBB","102","Online Transfer",258720,"00","BALUTCA9","686872168536","ibb golang"
"157",2024-05-02 12:23:13.09626,"037","IBB","102","Online Transfer",35280,"00","BALUTCA9","922140329966","ibb golang"
"158",2024-05-02 12:23:14.795717,"037","IBB","102","Online Transfer",70560,"00","BALUTCA9","218988954358","ibb golang"
"159",2024-05-02 12:23:16.988461,"037","IBB","102","Online Transfer",79380,"00","BALUTCA9","899637957863","ibb golang"
"160",2024-05-02 12:23:21.143205,"037","IBB","102","Online Transfer",264600,"00","BALUTCA9","623059866196","ibb golang"
"161",2024-05-02 12:23:22.758591,"037","IBB","102","Online Transfer",1517040,"00","BALUTCA9","007548054225","ibb golang"
"162",2024-05-02 12:23:25.330678,"037","IBB","102","Online Transfer",258720,"00","BALUTCA9","922343661004","ibb golang"
"163",2024-05-02 12:23:27.386735,"037","IBB","102","Online Transfer",350000,"00","BALUTCA9","280073530629","ibb golang"
"164",2024-05-02 12:23:28.758926,"037","IBB","102","Online Transfer",350000,"00","BALUTCA9","750210077541","ibb golang"
"165",2024-05-02 12:23:30.677674,"037","IBB","102","Online Transfer",800000,"00","BALUTCA9","620990758372","ibb golang"
"166",2024-05-02 12:23:32.417819,"037","IBB","102","Online Transfer",572250,"00","BALUTCA9","118871207918","ibb golang"
"167",2024-05-02 12:23:34.370122,"037","IBB","102","Online Transfer",1678600,"00","BALUTCA9","782102539636","ibb golang"
"168",2024-05-02 12:23:35.389164,"037","IBB","102","Online Transfer",735750,"00","BALUTCA9","778310702557","ibb golang"
"169",2024-05-02 12:23:36.695816,"037","IBB","102","Online Transfer",4492452,"00","BALUTCA9","420624420337","ibb golang"
"170",2024-05-02 12:23:38.348109,"037","IBB","102","Online Transfer",453962,"00","BALUTCA9","334120043596","ibb golang"
"171",2024-05-02 12:23:39.610763,"037","IBB","102","Online Transfer",1324996,"00","BALUTCA9","811354068820","ibb golang"
"172",2024-05-02 12:23:42.415119,"037","IBB","102","Online Transfer",2477272,"00","BALUTCA9","011215551309","ibb golang"
"173",2024-05-02 12:23:44.677643,"037","IBB","102","Online Transfer",691060,"00","BALUTCA9","557152835988","ibb golang"
"174",2024-05-02 12:23:45.795709,"037","IBB","102","Online Transfer",691060,"00","BALUTCA9","277506165894","ibb golang"
"175",2024-05-02 12:23:47.391509,"037","IBB","102","Online Transfer",990000,"00","BALUTCA9","350971129028","ibb golang"
"176",2024-05-02 12:23:49.125217,"037","IBB","102","Online Transfer",1000000,"00","BALUTCA9","661786307611","ibb golang"
"177",2024-05-02 12:23:50.420871,"037","IBB","102","Online Transfer",9750000,"00","BALUTCA9","597943564742","ibb golang"
"178",2024-05-02 12:23:52.681769,"037","IBB","102","Online Transfer",1020000,"00","BALUTCA9","187658115889","ibb golang"
"179",2024-05-02 12:23:55.346306,"037","IBB","102","Online Transfer",7350000,"00","BALUTCA9","814608899604","ibb golang"
"180",2024-05-02 12:23:58.607964,"037","IBB","102","Online Transfer",8820000,"00","BALUTCA9","938617146633","ibb golang"
"181",2024-05-02 12:24:01.43591,"037","IBB","102","Online Transfer",4050000,"00","BALUTCA9","691602313273","ibb golang"
"182",2024-05-02 12:25:33.394848,"037","IBB","108","BI-Fast",449000,"00","ARI117","03000069","ibb golang"
"183",2024-05-02 12:30:20.650917,"037","IBB","108","BI-Fast",5000000,"00","DAK185","03000072","ibb golang"
"184",2024-05-02 12:32:09.753917,"037","IBB","108","BI-Fast",3000000,"00","DAK185","03000074","ibb golang"
"185",2024-05-02 12:45:27.486027,"037","IBB","102","Online Transfer",9087000,"00","CAP592","383151957051","ibb golang"
"186",2024-05-02 12:54:55.398077,"037","IBB","104","SKN",3862800,"00","NIR547","908611938964","ibb golang"
"187",2024-05-02 13:12:37.925364,"037","IBB","101","Overbooking",8100000,"00","GRI070","007617758924","ibb golang"
"188",2024-05-02 13:23:44.632165,"037","IBB","104","SKN",2845400,"00","MIT292","392010119807","ibb golang"
"189",2024-05-02 13:25:05.27219,"037","IBB","104","SKN",6300000,"00","MIT292","936346111765","ibb golang"
"190",2024-05-02 13:27:31.412896,"037","IBB","104","SKN",2937500,"00","MIT292","793954740420","ibb golang"
"191",2024-05-02 13:44:31.724949,"037","IBB","101","Overbooking",10000,"00","SIL888","119447132922","ibb golang"
"192",2024-05-02 13:52:14.044431,"037","IBB","101","Overbooking",4000000,"00","SIL888","408027858828","ibb golang"
"193",2024-05-02 13:56:58.304151,"037","IBB","108","BI-Fast",3600000,"00","USA328","03000096","ibb golang"
"194",2024-05-02 14:01:44.33282,"037","IBB","105","RTGS",3000000000,"00","PLU000","060002664721","ibb golang"
"195",2024-05-02 14:54:37.556248,"037","IBB","108","BI-Fast",4500000,"00","USA328","03000100","ibb golang"
"196",2024-05-02 15:16:35.875892,"037","IBB","105","RTGS",411874200,"00","IKO293","589755618488","ibb golang"
"197",2024-05-02 15:28:06.046601,"037","IBB","101","Overbooking",2490000,"00","SIL888","322917623797","ibb golang"
"198",2024-05-02 15:34:49.379408,"037","IBB","108","BI-Fast",250000000,"00","ECO219","03000106","ibb golang"
"199",2024-05-02 15:35:07.758322,"037","IBB","108","BI-Fast",250000000,"00","ECO219","03000108","ibb golang"
"200",2024-05-02 15:35:23.460089,"037","IBB","108","BI-Fast",200000000,"00","ECO219","03000110","ibb golang"
"201",2024-05-02 15:35:52.793531,"037","IBB","108","BI-Fast",198353413,"00","ECO219","03000112","ibb golang"
"202",2024-05-02 15:49:03.667371,"037","IBB","325","MPN",126269,"00","TAR719","674547483610","ibb golang"
"203",2024-05-02 15:57:04.697345,"037","IBB","325","MPN",106322,"00","TAR719","795090440928","ibb golang"
"204",2024-05-02 16:02:58.539274,"037","IBB","325","MPN",44669,"00","TAR719","350811764046","ibb golang"
"205",2024-05-02 16:41:12.262259,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000122","ibb golang"
"206",2024-05-02 16:41:18.533075,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000124","ibb golang"
"207",2024-05-02 16:41:28.340321,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000126","ibb golang"
"208",2024-05-02 16:41:42.197329,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000128","ibb golang"
"209",2024-05-02 17:07:21.717269,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000138","ibb golang"
"210",2024-05-02 17:07:32.177828,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000140","ibb golang"
"211",2024-05-02 17:07:44.548854,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000142","ibb golang"
"212",2024-05-02 17:07:54.896325,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000144","ibb golang"
"213",2024-05-02 17:08:05.751449,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000146","ibb golang"
"214",2024-05-02 17:08:17.865964,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000148","ibb golang"
"215",2024-05-02 17:08:30.430276,"037","IBB","108","BI-Fast",61611381,"00","TRA044","03000150","ibb golang"
"216",2024-05-02 17:51:11.738191,"037","IBB","108","BI-Fast",600000,"00","SUR580","03000153","ibb golang"
"217",2024-05-02 17:58:37.161127,"037","IBB","101","Overbooking",300000,"00","SUR580","828900401441","ibb golang"
"218",2024-05-02 19:16:09.421111,"037","IBB","701","Transfer Batch Overbooking",2675047,"00","ART679","321083179608","ibb golang"
"219",2024-05-02 19:18:49.741741,"037","IBB","101","Overbooking",8598533,"00","ART679","153982134160","ibb golang"
"220",2024-05-02 22:53:18.934227,"037","IBB","102","Online Transfer",10000,"00","DIA427","849443932637","ibb golang"
"221",2024-05-02 23:31:14.975181,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000181","ibb golang"
"222",2024-05-02 23:31:18.578077,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000183","ibb golang"
"223",2024-05-02 23:31:30.485921,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000185","ibb golang"
"224",2024-05-02 23:31:40.470721,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000187","ibb golang"
"225",2024-05-02 23:31:47.983386,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000189","ibb golang"
"226",2024-05-02 23:31:54.100582,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000191","ibb golang"
"227",2024-05-02 23:32:01.20049,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000193","ibb golang"
"228",2024-05-02 23:32:05.402253,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000195","ibb golang"
"229",2024-05-02 23:32:15.040224,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000197","ibb golang"
"230",2024-05-02 23:32:21.406315,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000199","ibb golang"
"231",2024-05-02 23:32:32.479242,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000201","ibb golang"
"232",2024-05-02 23:32:38.715422,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000203","ibb golang"
"233",2024-05-02 23:32:43.682362,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000205","ibb golang"
"234",2024-05-02 23:32:49.44622,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000207","ibb golang"
"235",2024-05-02 23:32:58.97651,"037","IBB","108","BI-Fast",250000000,"00","TRA044","03000209","ibb golang"
